,turnover,tc_cost
2019-09-30,0.7272727272727273,0.0007272727272727273
2019-10-31,0.5454545454545454,0.0005454545454545455
2019-11-29,0.36363636363636365,0.00036363636363636367
2019-12-31,0.7272727272727273,0.0007272727272727273
2020-01-31,0.18181818181818182,0.00018181818181818183
2020-02-28,0.5454545454545454,0.0005454545454545455
2020-03-31,0.7272727272727273,0.0007272727272727273
2020-04-30,0.5454545454545455,0.0005454545454545456
2020-05-29,0.18181818181818182,0.00018181818181818183
2020-06-30,0.18181818181818182,0.00018181818181818183
2020-07-31,0.36363636363636365,0.00036363636363636367
2020-08-31,0.18181818181818182,0.00018181818181818183
2020-09-30,0.5454545454545454,0.0005454545454545455
2020-10-30,0.5454545454545454,0.0005454545454545455
2020-11-30,0.5454545454545454,0.0005454545454545455
2020-12-31,0.18181818181818182,0.00018181818181818183
2021-01-29,0.9090909090909091,0.0009090909090909091
2021-02-26,0.7272727272727273,0.0007272727272727273
2021-03-31,0.5454545454545454,0.0005454545454545455
2021-04-30,0.5454545454545454,0.0005454545454545455
2021-05-31,0.5454545454545454,0.0005454545454545455
2021-06-30,0.5454545454545454,0.0005454545454545455
2021-07-30,0.18181818181818182,0.00018181818181818183
2021-08-31,0.18181818181818182,0.00018181818181818183
2021-09-30,0.5454545454545454,0.0005454545454545455
2021-10-29,0.0,0.0
2021-11-30,0.36363636363636365,0.00036363636363636367
2021-12-31,0.5454545454545454,0.0005454545454545455
2022-01-31,1.0909090909090908,0.001090909090909091
2022-02-28,0.5454545454545454,0.0005454545454545455
2022-03-31,0.36363636363636365,0.00036363636363636367
2022-04-29,0.7272727272727273,0.0007272727272727273
2022-05-31,0.5454545454545454,0.0005454545454545455
2022-06-30,0.7272727272727273,0.0007272727272727273
2022-07-29,0.5454545454545454,0.0005454545454545455
2022-08-31,0.7272727272727273,0.0007272727272727273
2022-09-30,0.5454545454545454,0.0005454545454545455
2022-10-31,0.9090909090909091,0.0009090909090909091
2022-11-30,0.5454545454545454,0.0005454545454545455
2022-12-30,0.36363636363636365,0.00036363636363636367
2023-01-31,0.5454545454545454,0.0005454545454545455
2023-02-28,0.7272727272727273,0.0007272727272727273
2023-03-31,0.9090909090909091,0.0009090909090909091
2023-04-28,0.5454545454545454,0.0005454545454545455
2023-05-31,0.7272727272727274,0.0007272727272727274
2023-06-30,0.9090909090909091,0.0009090909090909091
2023-07-31,0.5454545454545454,0.0005454545454545455
2023-08-31,0.5454545454545454,0.0005454545454545455
2023-09-29,0.5454545454545454,0.0005454545454545455
2023-10-31,0.9090909090909091,0.0009090909090909091
2023-11-30,0.7272727272727273,0.0007272727272727273
2023-12-29,0.9090909090909092,0.0009090909090909092
